id,text
1104,I think I'm gonna ask Daddy to glue these
1105,he went up right with the guy and everything he left me in the dust
1106,I thought for sure he would be able to use it for the rest of this year
1107,would you like me to pick up all your other play+dough
1108,a square okay oh I don't have the square cookie cutter out
1109,your hair's all staticky he has not slept a wink
1110,cuz than I'll than I'll be looking for it everywhere
1111,what what comes tell Mommy what comes after China
1112,no I didn't he says most people he says would run home and get the camera said just dropped mine off at C_V_S that's why I'm out walking
1113,it doesn't fit because that's where he has to pull this one
1114,let me fix it first and then I'll let you pour it okay
1115,Mommy keeps sliding that's why it's wrinkly
1116,Mexico no you don't want he's not singing it
1117,oh from the ceiling the one hanging from the ceiling
1118,I I know you had two more but who knows where they are
1119,oh would you like me to help you with that
1120,are you gonna to give me some blocks
1121,well then I'll play over here by myself with this train
1122,I'll fix it and then you can put it in the bowl okay
1123,okay you you can build some blocks too you know
1124,what's going on with all that toy throwing
1125,oh no we can't watch Elmo and Zoe right now but we'll watch them later okay
1126,now let me see you try to do the puzzle
1127,waimit let me fix it for you and then I'll give it to you
1128,but he'd get look at how he drives the Jeep he drives it and crashes it I mean he doesn't wanna
1129,why don't you come on this side then you can reach
1130,would you like me to get you some books
1131,no no I don't really like that one
1132,is it okay if he talks to you while we do this
1133,thank you for the kiss I didn't even have_to ask wow
1134,don't bang that or I have_to take it from you okay
1135,yes would you like xxx to read some books
1136,cause he's kind of running a little bit in and out
1137,let's put your your shapes away so you don't lose them
1138,and I still don't know if that's right but
1139,this way come over this way so we don't break anything
1140,no I need those over there that you stole from me
1141,here's your green now you can start doing your greens
1142,you are not going to watch tv you're going to have your apple
1143,you're gonna go back in here and play
1144,no that's not for your hair it's to cook a spatula
1145,you you would like me to look for the pirate
1146,are you going to the store with Mommy or you gonna stay home
1147,ya wanna put the orange hat on baby potato
1148,pick up this one and put it in the trash please
1149,sit here look Alex over here lookit look at Mommy look sit over here
1150,I'd rather have this than the bike or the bulldozer
1151,okay you eat your apple and I'm gonna get you your prize okay
1152,and hand Mommy the blocks and I'll make I'll build you a castle
1153,oh Alex this is just fabulous I'm so excited
1154,the yellow one okay really hard hit it
1155,this is a big track I must run down the track
1156,just be just let's just decorate like we do every year
1157,here's your houses and your trees and your animals
1158,I'm looking for the pirate I can not find him
1159,I doubt he's gonna come xxx back in here cause his father's out there
1160,so I can't open the blue one because it's oh yeah I can open the blue one
1161,you are so lucky to have all these toys
1162,no that's a bus I'm sorry that's a bus
1163,see these pictures are so small Alex it's hard to see some of em
1164,yeah but I used to do that too but you know
1165,would you like to help me make Daddy's lunch
1166,don't throw it at the camera or you're going in the house
1167,wait a minute you have_to move your trees and the people
1168,they haven't had didn't have that before
1169,no the purple one has plastic on it we can't open the ones with the plastic
1170,let's see here what we got going on
1171,okay I wrap like all of xxx in the same paper that way I know what belongs to who
1172,you're gonna sit in your chair and I have a new book for you
1173,do you wanna put the black and white instead
1174,xxx didn't know how to tie up the tomato plants
1175,so he didn't tie them up while I was away
1176,what what the heck is that gonna do
1177,you're gonna have a cold bum on the floor
1178,well if you turn it upside down it looks like an ice+cream but they're bells
1179,okay before I leave let me just go in there real quick
1180,so I can I just put milk and butter and
1181,are you gonna come over here on your bench
1182,white don't lemme see where's the white
1183,one lookit here I go I'm gonna flip it
1184,I saw something else Debbie that i can get at Target too
1185,alright don't fall anymore I'm not gonna play
1186,yes I will get it for you you can have that
1187,oh that's Mommy's favorite that's a hockey stick
1188,you gonna squish my smily face too
1189,she has medicine in her bowl cause she's sick
1190,alright what do you wanna do take out the eyes
1191,cards cuz I know they definitely have them there
1192,oh no Alex please don't throw em come on now
1193,okay you wanna put em back and do it again
1194,we'll just buy a new one that one's had it
1195,well what do you wanna do with all this stuff
1196,alright alright come on come here alright aw okay alright you're okay
1197,alright you're okay lemme see lemme see
1198,wait a minute I'm not done with that foot
1199,and there's the fire fighters and a bell and the ladder
1200,let's see if it works oh on the bridge
1201,I don't know if I can I can throw it
1202,Alex what are you gonna do with this besides do what I think you're gonna do
1203,I don't need your shirt you could put your shirt back there
1204,you wanna put the little arms on little potato
1205,because they make the c_ds and then give them to me
1206,takes three fire fighters to hold it
1207,I don't know if he fits will he fit
1208,oh I don't know if I can throw the foot+ball that high
1209,oh look a little girl is standing at the upstairs window
1210,I'm gonna have_to get you a new battery train
1211,but you don't let me finish reading you turn the page too soon
1212,she stay right where you are answers her mother
1213,ah well I guess I'll give him a silver ear
1214,we gotta fix the big one it looks too too not right
1215,where'd the smily face go it disappeared
1216,I think I'm gonna have_to have papa glue these pieces
1217,let me see your face it's a little dirty
1218,that's a lollipop would you like to get down
1219,how'd you get a dirty face so quick already
1220,would you like to put up your trees and your buildings
1221,shh one morning Bear opened his eyes and saw Ojo standing next to his bed
1222,roll it roll it roll it roll it roll it roll it roll it squish it squish it squish it squish it squish it squish squish squish squish squish squish it
1223,if you want a pop you have_to sit in the big
1224,no Daddy definitely doesn't have a Grant
1225,what is that that you've known that for a long time
1226,I can't play Playdohs with you right now but can you play Playdohs for a few minutes and then I will play Playdohs with you
1227,I need a puzzle piece I need a puzzle piece please
1228,gimme gimme gimme gimme gimme gimme the phone please please please please please
1229,you won't be able to see I don't think though
1230,no xxx doesn't have boobs don't say that word
1231,one of those puzzle pieces give me one of those please
1232,he had it Mom I just took it from him
1233,I don't think you can see it honey I think it already went by
1234,take your purple and squish it into the in the mold in the to the mold
1235,yeah that goes on top of the clock I think
1236,what are we going to do with this one
1237,well you can't do that again because you'll get in big trouble
1238,that's why Mommy doesn't know the names of all of them
1239,gonna get the puzzle pieces I'm gonna get the puzzle pieces I really need them
1240,well I'm gonna put your cards away cuz you're coloring now okay
1241,it's a sticker book would you like to do some
1242,you can wash your hands but you can't splash the water
1243,on your shirt because then you'll get in trouble from Miss Janet
1244,okay he's on his way to band practice so you have_to talk quick
1245,let me see if I can fix these a little
1246,the pirate has to pull it see watch you press it
1247,would you like to put the trees near the clock
1248,when I planted this it was on the first tab
1249,we've already picked six tomatoes off of it
1250,just pretend don't put it in your mouth just pretend
1251,how can Mommy play shapes with you if you won't let me touch em
1252,we didn't plant the pumpkins yet we have_to do that next week
1253,that's not your stuff so please don't touch it
1254,you have_to oh you have_to put it on page eight or nine
1255,see here I'll push it back to you you do it again
1256,here's a dog who who do you want to have the dog
1257,okay where's your where's the rest of your blocks
1258,I'll show you wait a minute no this one this one this one
1259,how cute let's see what else is in here
1260,put it on the table they want the butter on the table so they can use it for their pancakes
1261,that is a good one it went through all those hills
1262,yes roll it into a ball or you could roll it into a snake
1263,no I like these get the little blocks those are fun
1264,I think I'm gonna have_to get the vacuum for your chair
1265,it's all gone that's all the pieces honey
1266,and then like roll it and you can make a snake
1267,no no no they're just pretend don't like it
1268,alright here we go we're getting to the beach
1269,what what what would you like to do with them now
1270,would you like me to help you write an a
1271,oh okay that's fine you don't have_to squish it if you don't feel like it
1272,Mommy will have_to find out what the the real name of him is
1273,you're gonna fall Alex you better pick this stuff up
1274,no don't put it on the words then I won't be able to read it put it on the over here look see there's another jar
1275,no you said that she was going to
1276,alright let's take it apart and do something else do something different
1277,make the Playdoh flat and then squish your hand in it and then it will make a hand+print
1278,if I Mommy give you Alex a pop what does Mommy get
1279,it's not funny go put it away hurry up
1280,you don't put his lips on the top you silly
1281,Alex you can't touch that honey don't touch that
1282,no you said you were going to go away
1283,ah the school+bus doesn't fit on the track look at
1284,no no we don't no there's no hitting anywhere
1285,oh okay I'm going away on the twenty third
1286,you can try as many times as you need to
1287,this is your mess of tracks are right here
1288,no don't throw the playdough Alex cuz then we lose it
1289,no I don't think so she's gonna have a heart attack
1290,xxx would you like to put Bob in the tractor
1291,I hafta wait for Daddy because this screwdriver is too small
1292,I don't know what's the matter with this guy
1293,I think you were counting on the floor I see
1294,you alright let's see you wanna make him upside down
1295,the bears eat honey would you like some honey
1296,so I'm gonna put that over here
1297,I figured you could get some use out of it
1298,that's fruits and vegetables that's just fruit though
1299,alright you take all your trains and put them in a pile
1300,you show Mommy how you throw it high in the sky
1301,okay let's see w w what do you want the this this right here
1302,how come this table keeps getting moved Alex
1303,I know I like the arms but you never wanna share em
1304,no that's not an apple honey that is a tomato
1305,why don't you put it over here on this table see for the pancakes
1306,you're gonna be getting in big trouble
1307,I think we're gonna get you new potato things for your birthday
1308,Mommy will go get the mixer and your bowl
1309,no that's not a ear it's a purple tongue
1310,I didn't teach him he made it up
1311,you can't you have_to give it to baby potato because there's no room
1312,would you like me to pick that up for you
1313,now we need some more tracks let's make a really big train
1314,I don't want you to hit your head go ahead
1315,okay where's the rest of your eggs you threw em all around the room
1316,let me see honey you wanna put the the no no that one doesn't go there
1317,let's see I don't know if they'll fit cause I think these are for baby potato
1318,I think they're iguanas but I'm not sure
1319,alright I'll help you waimit first I have_to get rid of these beans
1320,oh no let's try not to get the Playdoh all over okay
1321,alright which one did you want would you like to open
1322,you you you can't keep em on the track honey
1323,no no it goes on this page see where the clean dishes are in the sink
1324,where's his he doesn't what you hafta put something there
1325,xxx what are you doing you're you're wasting time I don't have time
1326,oh no the frogs are all messy
1327,that is excellent Alex you placed that perfectly
1328,I don't like that angel face I think that's scary
1329,now I need a little curvy one like this
1330,let's take a look in the laundry careful do you hafta do that
1331,kay what do you want me to do with this guy
1332,it creeps me out when the light shines on it
1333,I don't give you candy cuz you're wild enough
1334,who was I just thinking of Alex I can't
1335,yeah I'm gonna change baby potato head right now
1336,and you put the carrots in the refrigerator in the vegetable drawer
1337,see your your yellow sponge is caught under the track Alex
1338,let's see if we can hook them together let's see if they'll reach
1339,uh I'm not sure I really I can't see from here Alex
1340,I I know you can do it just try take your time
1341,ah no I can't give you anymore because there all there all mixed
1342,you can't touch the mix now it has to go in the oven
1343,no they come and we we just don't do anything
1344,how come you don't like to share your arms
1345,okay if you say so I'm sure you're right
1346,we just do what we would on a regular day
1347,oh you're not supposed to put that in your mouth Alex ew
1348,this is a good matching game let's fix them like on the computer
1349,how about your puzzle book can you pick up your puzzle book
1350,where's your girl that's in supposed to be inside the ambulance
1351,it's good thing no one's gonna eat that house
1352,well how you gonna find out if they match
1353,let me go wash this please don't put things in your mouth
1354,oh oh oh no it's gonna get me
1355,poor Bob you don't want him to sit in there
1356,you want me to put it to the stairs I don't know if I can make it curve
1357,a small piece just break a small well not that small it can be bigger
1358,can I have those eggs that you just stepped all or can you pick em up please
1359,Mommy had a good time book shopping for you
1360,you broke it uhoh let me see if I can fix it for you
1361,small yeah but you can make it a little bit bigger
1362,oh I'm sure that they will but you know what
1363,this is really really quite large
1364,well this one we can throw away this one melted I think in the dishwasher
1365,what else do you have in there for cars lemme see
1366,no I don't want the red hat again I wanted the orange hat now
1367,this is one of Gigi's oldies
1368,oh you can't eat them they're just for pretend
1369,there's a couple pieces here on the bridge that you have_to glue
1370,nope those are hats birthday hats party hats
1371,but I would like to have the orange one may I have the orange hat
1372,no it's to write and make pictures wait a minute I think there's still more tape here
1373,this one doesn't pull this one you can put people in though do you have a person
1374,oh you know what Alex Mommy has to get a piece of paper wait a minute
1375,alright let's try to open it now let me see this side
1376,you know he just barely touches it and it it moves
1377,Alex you can't open them honey you hafta sit in your seat you're falling off
1378,and they're pieces that have_to go to the bridge anyway
1379,that's for the mouth but I don't I don't want that one please
1380,cuz you throw 'em and then they break and it's not good
1381,it's not like you use them elsewhere on the track
1382,ooh look at this a very very big pair of pants
1383,ooh this is gonna be so much fun
1384,well just make smaller pieces then or take some out
1385,that's why I think I'll I think I'll give it to my grandfather
1386,what would you like to play would you like Mommy to do your um
1387,wait a minute honey I'm gonna fix this stupid phone
1388,oh those are his play animals he's playing with his daddy
1389,you can't yeah but you can't eat it it's not for eating it's just for show
1390,alright so that looks good you can put a tree in the middle if you'd like
1391,he calls you Dad because he hears me call you Dad
1392,you're supposed to keep all the pieces together I think some are missing we'll hafta look for them
1393,do you wanna put the person on the blue
1394,now I gotta take this this stuff off now just a minute xxx
1395,trash wait I'm gonna need the paper towels
1396,that looks like um whataya call those ducks
1397,I I know you like to show but you can't eat it it's just pretend
1398,because I don't know what these do Alex so just hold everything
1399,alright well are you done with your animals
1400,let's put your animals away first and I'll get your trucks
1401,oh I think Mommy's gonna play that then
1402,they're all trying to go to sleep they're tired
1403,cuz we have things to do today we have errands to run
1404,why did you want me to save this Triple A paper
1405,yeah like that that's it turn him good put it
1406,okay how are you doing did you fix
1407,see that's a baby and that's a baby and that's a baby
1408,here lemme see you wanna put him on the red
1409,I didn't know if there was anything on there xxx
1410,yeah but you didn't change it would you like to change it
1411,no xxx it's it's alright if you push it it's when you use the green one that gets too xxx to be too big
1412,I know you took a bite how did you open that
1413,I think he's gonna stay over there for a little bit
1414,well I would like to fix it would it be okay if I fixed it now
1415,and so how long does she have_to stay in the hospital
1416,cuz he's watching the trucks and everything go by
1417,put your animals in there and I'll get the trucks
1418,you you could've used your extra xxx at a Bob Stores xxx
1419,I don't know if you wanna keep moving that
1420,alright well you have_to put it away if you're all done so we don't lose the parts
1421,would you like to put on the purple shoes
1422,it'll be easier to get out of
1423,no don't color on the table you color in your book
1424,would you like to do these books with me
1425,go ahead you can put it on the top it's okay
1426,look at these little purple slippers they're so cute
1427,and you could put put the purple tongue in
1428,it doesn't really have that of a um
1429,we're gonna do a combination of the wacky welcome and the creepy cottage
1430,make a face remember you made a face the other night
1431,how come you won't put Bob in the tractor
1432,oh about him doing ten different things at once
1433,and you can put no you can put these
1434,Alex get that one over there honey you got one under there don't lose xxx
1435,put your puzzle away and I'll go get your Caillou book
1436,oh I don't know we don't have a shark you know that
1437,look look look ready lookit tadah oh he looks so cute
1438,okay let me see your shapes over there let me figure this out
1439,that's good that's what you're supposed to do
1440,well yeah okay you can give that to Gigi go ahead
1441,oh well then I can't read it you have got_to put this on
1442,I don't know where any of your guys are
1443,would you like to put him in the tractor
1444,I think these go on here okay where's the circle
1445,they're all gone we have_to buy some today we're going today
1446,mm yeah but that's not he goes in here
1447,I don't like this naughty behavior you've been naughty for two days now what's going on
1448,xxx xxx xxx gave him his old cell phone that doesn't work
1449,The Bear and the Big Blue House oh and this xxx oh it turned out xxx
1450,no I need that shirt Alex bring it back here please
1451,so he walks he walks around the house talking on it
1452,I don't know where your pirate guys are
1453,alright well erase it so it's clean now try again
1454,so this morning he was he was like dialing
1455,where's your blocks would you like to make a block tower
1456,where any of your guys are you have a whole bunch
1457,he presses the buttons like he's making a call
1458,they're not xxx they must be upstairs we'll hafta look for them later
1459,no sleeping I I don't even know what time he came in
1460,okay let's put all these socks in here
1461,so then he puts the phone to his ear and he's saying yeah
1462,you're all untucked would you like me to fix your shirt
1463,alright don't lean on the door cuz you might break it
1464,no I hafta put em in the basket because I'm gonna go upstairs with it
1465,you know what can we push it over a little bit
1466,I don't even remember where I got this book Alex
1467,no Stella is not going on the floor Stella's going has to go to sleep ya hear that she's taking a nap
1468,yeah but it's like that every minute of the day
1469,that would have been a good one though balloons
1470,oh be careful don't break that that's the house pieces
1471,for for for for a physical right exactly exactly
1472,the little chick is coming out of the egg
1473,uh I don't have any other new books I that's three new books
1474,you know what where's the other piece here it is
1475,well save me one and I'll put it in my pocketbook so I can have something to go by
1476,she's reading and she needs to take a break
1477,would you like to look at your fire engine one
1478,no I can't put that tv on something is wrong with it
1479,let me see I'm gonna fix it
1480,two hands go put that away and then see if you can get your blocks
1481,oh no don't put the green shoes in there they're too big
1482,we hafta move to the inside because we're running out of room
1483,here's your triangle look watch this you can make a wave
1484,and then it gets to be really big
1485,would you like to do want me to open your paints that you've been asking me to open yesterday I said to save them for today
1486,you didn't have much breakfast would you like a snack
1487,I gave em all to you there's no more honey
1488,ask Gigi if she'll uh if Mommy can go get coffee
1489,I'm glad you like it I I went through it quickly
1490,alright let's watch your face wash your face and hands
1491,well then I'll probably either talk to you or see you later
1492,just take the ones you would like and don't break the rest
1493,if you put this on I will go get you xxx
1494,now you have_to just put it here and you have_to press
1495,oh oh oh how do you think that makes me feel
1496,well then knock it off I'm you're upsetting me
1497,so we don't need these we can get rid of
1498,buildings are going up all around town today
1499,xxx no this piece goes on the this so you put it on there
1500,xxx you have_to put em back where you find em so you don't get confused
1501,I know but I don't know what you did with the video I can't find it anywhere
1502,okay would you like to play potato head with me
1503,Daddy mixed the good trains with the crummy trains
1504,they're all over the floor and they're gonna break
1505,hi could you tell me when the tickets go on sale for xxx July for the Bear in the Big Blue House
1506,the grater scrapes away the top layer of dirt to make a smooth path
1507,come here honey come and wash your face and hands
1508,xxx you can make a face like you did remember you make a circle
1509,okay you hafta go on this side because I hafta build the hill
1510,Alex please come and wash your face and hands come on hurry up
1511,because then at one thirty I watched I watched two movies
1512,okay well which one am I going to be the little one or or the big one
1513,alright I'll put it right here if you'd like to
1514,alright I'm gonna go read your brand new book
1515,no no because we're gonna uh after we're done we're gonna go for a walk
1516,until almost five o'clock this morning because I fell asleep
1517,alright push on the other side of the track Alex go on that side
1518,what if they don't have sprinkle donuts would you like a different kind
1519,and pull whoop that one didn't come out very good we have_to try again
1520,that's good now let's make ours nice and tight
1521,uh the pears they're around I did see some oh what's this one
1522,you would like Mommy to be the big potato head
1523,would you like me to read this book to you
1524,Mom the tickets go on sale September thirteenth at nine at ten o'clock
1525,come on would you like to hold my hand or would you like to go in the stroller today
1526,colors and pictures and letters and numbers
1527,uhoh look at this soft this goes on Gigi's bed
1528,what does she what is she have in her hand
1529,I'm so sad my tears are crying
1530,okay when we're all done playing would you like to take a walk and go get a donut
1531,Alex we have_to stay in here do you want Mommy to close the door
1532,these are bricks bricks to make the building
1533,no he doesn't have a boo+boo he's crying
1534,well you have_to put the arms in so we don't lose all the pieces
1535,we can get ten percent off with your Triple_A card that's on the thirteenth
1536,yes it's night+time and that's when we go to sleep
1537,no we xxx can't we're not gonna watch tv now
1538,oh it would help if it was plugged in
1539,very good that's the first time you did that
1540,no we're not going yet we're gonna go after we're done playing
1541,um I have_to defrost it a little bit wait a minute
1542,a bat a moth another little moth and a mouse with this
1543,we're gonna make you gonna do the block tower
1544,I don't know where any of your guys are you know what go Alex look it look it look
1545,I know but it looks like a squirrel but it's a mouse
1546,no we're not done playing let's help Mommy with this paper first
1547,xxx do some more coloring and then we can go outside
1548,I I really don't want you to have that okay
1549,right hand left hand right hand left hand right hand right left right left right left right left
1550,Alex you hafta leave it on no no it doesn't go over your head honey
1551,put it back ooh the party hats where was the other party hats
1552,because it is still not plugged in Mommy plugged in the toaster
1553,I know but you keep putting it in your mouth that's yucky you're gonna make germs in the icing
1554,go in the in your box over there with the the guys in it and see if they're in there
1555,you know what else we could try to play today if you would be patient enough
1556,okay you tell me when you're all done being naughty boy
1557,this one is a Prujo and this one is a Precious Moments
1558,they're over there in the in front of the refrigerator
1559,well how come you're not drawing you know how
1560,bring the box that has all the the the xxx guys in it all the different guys in it see if you can find it maybe they're in there
1561,come on sit up here with me and then I'll take you
1562,okay pack it up and I'll help you I'll put the Playdoh away you put the tapes away
1563,right and what's this what do we do every morning and every afternoon and every night
1564,I you really need to pick up your Playdoh
1565,you're not gonna be able to help Mommy if you don't listen
1566,ah you can't wear a blankie right now it's just too hot
1567,well I'd like to teach you this memory game today
1568,look at this wait just a minute please I hafta get a
1569,I will take you when we're all done okay
1570,come on I'll help you let's go pick up the Playdoh
1571,I can't get it it's stuck it's stuck
1572,Alex would you like your banana and your blueberries
1573,how about how about this one wait a minute xxx it's hard for Mommy to draw upside down
1574,no we'll play trains over here if you like
1575,cucumber and carrot I don't know what that is
1576,oh yeah they are xxx right they are chips
1577,you cannot you ruined them now what're we gonna do
1578,he won't yeah but he won't watch them he won't wanna see that
1579,alright move out of the way I have_to fix it for you
1580,no he's just getting a block that went over there
1581,ooh Thursday it's gonna be ninety degrees xxx hot
1582,I don't think that that's picking up the Playdoh
1583,xxx let me go get two tablespoons plus one teaspoon
1584,no I don't see them alright well we'll hafta ask Daddy later
1585,get all the pieces put them in your bucket
1586,three chocolate charmies and three orange charmies
1587,let's pick up some of these blocks before you trip
1588,xxx no don't get the caboose the caboose the caboose come back here
1589,how about this apple Alex what are you doing with this apple over here
1590,look at do you want would you like your animals
1591,oh you know how long it took me to pick that out
1592,would you like to what what do you wanna do with me
1593,Alex a few more minutes be patient or you can't get prizes
1594,I can't look it's shattered in a million pieces
1595,can you please get your shapes out of the way get your shapes let's put your shapes away
1596,and I'll put the Playdoh away so it doesn't get dried out
1597,I'm getting pretty good at drawing these shapes
1598,get your new books we'll read them later
1599,I wanted it because it reminded me of Alex
1600,why don't you pick up your cups and I'll pick up your crayons
1601,what do you wanna do close the door or open it
1602,I'm sorry oh circle I'm sorry you said circle
1603,that is for cleaning the brush when you want to change colors remember to clean your brush
1604,it's upside down turn it the other way no like this
1605,Alex why don't we would you like to play with your trucks
1606,xxx alright you show me which ones you wanna do
1607,come on xxx sit down let's sit down and have your milk
1608,I didn't know if you were going out or
1609,oh there isn't a moon but that's a good one
1610,I'm missing a blue one can you find a blue egg
1611,and the pirate ship is rocking on the sea
1612,alright well go over there and ow you're on my hand
1613,oh what about your potato head we haven't played that in a long time
1614,and the pirate ship is rocking on the sea
1615,I didn't know if you were going
1616,how about we do this how about let's lift the tablecloth how about we do that
1617,pick up your toys and then we'll go to Grammy's
1618,no you can't eat this this is for paste
1619,let's oh or maybe one large one will work better
1620,you can't yer can't do that unless ya have shoes
1621,how about this one how about Mommy help you a little bit
1622,that way we can just wash the table when we're done
1623,done you're not gonna help me anymore
1624,oh time to go to whoop time to go to work
1625,oh I don't have my chopper with me
1626,alright sit down because I have_to where's your other block
1627,I know I hafta see how to use all these wonderful pieces
1628,yeah you hafta make an e you hafta learn how to write E
1629,I don't I'm not gonna take em I was just making room
1630,come sit with me wouldja like to come over here
1631,summer it's a bumble bee what does a bee say
1632,oh I don't know when the hell do I go to Blockbuster
1633,here can you turn over sit that way to face me so we can share
1634,well I have_to get you a paper towel for your paints
1635,I don't I don't have an orange cup I have a
1636,there there's two that are are level somebody ate them
1637,xxx let me get the wrapper for the other one
1638,now just wait a minute we have_to get this organized
1639,I will wear it but I won't wear it everyday
1640,would someone like to go to the zoo with baby bear
1641,well you hafta make his where's his face I can't see his eyes
1642,that was a very good one you did a nice job
1643,this one's no good honey I have_to throw it away
1644,the blue honey because if not I have_to throw it away
1645,no that's not iced coffee that's hot coffee
1646,wait a minute now I have_to push it over so you can reach
1647,are you gonna take the rest of them out
1648,and he has a spout and then the water shoots out like that he blows the water
1649,but this is for baby potato it doesn't stay in look see it falls out
1650,where you going with this no no no no no where you going
1651,that's not due back but I don't know where this one is
1652,he gets bigger and bigger and the biggest
1653,and you can come back when you are ready to behave
1654,lemme put it in the trash right now
1655,it's not due back and he's still watching it
1656,I put it on the counter would you like more
1657,I don't really feel like doing anything today
1658,here I'll just put it right there so you can reach it oh wait a minute
1659,um what's the trick I don't wanna break them
1660,I bought the stakes the other day at Penney's
1661,I'm very proud of you for making a good decision
1662,and then you do this you do dip dip dip dip
1663,alright well are you gonna sit down and do your bag of shapes
1664,or else we're in big trouble we have too much to do today
1665,xxx alright how about I help you draw a jellyfish hold your pen
1666,that's one good bagel that's a big bagel huh
1667,go ahead squish it around in there swish it to get the color
1668,well wait a minute I'm trying to fix it for you
1669,that's too big for for the little potato you hafta put this one on the big one
1670,that's xxx what's that there's a hole in that bagel
1671,no I can't would you like to put read look at some books
1672,I'll help you I'll help you I'll help you
1673,I can't find it I can't imagine where it went
1674,I hope you had a very nice time on your holiday on your holiday
1675,oh no put it on or you're not getting it back
1676,wait a minute I'm trying to finish the train so I can pass it to you
1677,and then you go like this dry it a little bit and then a clean dip and a new shade swish it around swirl it
1678,oh yeah but that doesn't go on here that goes over here
1679,wait a minute honey this one's really stuck
1680,I hafta fix that one Alex you hafta wait for for Daddy or xxx or somebody we hafta get a different screwdriver
1681,I'm going to pick up this tree and dump it out
1682,how the heck do they get this stuff even in here
1683,but you asked me for peaches aren't you going to eat them
1684,that's the Will Ferrell where they go back to school when they're in college Luke Wilson
1685,here I come here comes the dump+truck go ahead push on it sit down
1686,what a big boy oh he looks like he's going to school
1687,well why don't you have a couple bites of this first
1688,xxx see let me see let me see let me see
1689,how long can you keep em for if you rent em today
1690,oh Alex what are we gonna do with you
1691,dip now get your new color you don't have_to dry it
1692,okay this is just looks like a nice circle
1693,we have_to buy a new one the air xxx came out
1694,you know I don't know if I'll be late or not
1695,Alex that's not nice why are you doing that
1696,purple duckie you found oh you were looking for that
1697,I don't think I'll ever get this one out this one's really stuck
1698,I went to the farm and what did I see
1699,is do you know how much time there is
1700,now usually you're good when you help me
1701,don't be afraid to swirl it around get a lot of xxx paint on your brush honey
1702,you want me to tighten up that hat a little bit
1703,can we give the train a break so we don't use the battery
1704,this one is too tight over here we hafta make this one bigger
1705,so I don't know why you're so crabby
1706,first I'll make little ones then I'll do big ones
1707,let's give it a break because the train's probably so tired from pulling the other ones
1708,I saw a brown horse and the horse saw me
1709,oh that's baby potato because it has a nose
1710,I went to the farm and what did I see
1711,here is the safari train I'm traveling through the rainforest woo
1712,okay first I'll do little ones xxx all the little shapes
1713,we need to buy a new blue ball because the air
1714,you've to get just eyes got just eyes for the big potato
1715,I saw a white duck the duck saw me
1716,I went to the farm and what did I see
1717,this is for the this is for the the truck that goes to the cheese store Alex
1718,um it's it's warm it's cloudy the sun's not out
1719,wait a minute lemme think lemme think lemme think
1720,I saw a red rooster and the rooster saw me
1721,I went to the farm and what did I see
1722,xxx first of all what did I tell you about that
1723,when was the last time I went to the movies
1724,I saw a pink pig and the pig saw me
1725,okay come over here let's see I think this one's a little bit better
1726,you better not knock down my block tower again I mean it
1727,a barn no that's not new you've had the barn
1728,the p o o l is in there that's why
1729,I went to the farm and what did I see
1730,would you like to put the orange one over here
1731,do you wanna go over to see Papa in the garden and help him
1732,I know but what kind type of dinosaur is this
1733,Alex don't throw your toys down the stairs
1734,where's the bus driver he goes in the front
1735,give them money and whatever they give me back they give me back
1736,I saw a grey goat and the goat saw me
1737,it's getting tall oh look how tall it is
1738,are you just saying yes to me lookit look at Mommy
1739,I went to the farm and what did I see
1740,that's gonna be a big blob big orange blob
1741,okay and then are you going home after work
1742,alright go over there and I'll give them to you
1743,oh no we're not are we missing an arm
1744,xxx I don't know if you're telling me the truth or not
1745,this red thing is I don't have the slightest idea
1746,hurry up so we can go get your shoes on
1747,how come you're not driving them on the track
1748,no it should be alright we'll try it like this
1749,xxx put a lot of paint on your brush don't be shy
1750,I I would like my garden to you know be watered
1751,yeah but he needs regular eyes because these eyes don't fit
1752,I'm not really sure what that does Alex
1753,the safari plane safari let's travel to the Australian bush
1754,well uh honey I'm trying to fix it wait a minute
1755,no don't do that or I'm not playing
1756,you're laughing but she didn't get to hear it
1757,wouldja like me to help you with your shoes
1758,oh I didn't know if you heard him
1759,you're not supposed to eat it it's for the house
1760,I don't know I told you to pick it up the other day
1761,why do we always hafta make sad faces can we make happy faces
1762,I think he's too small he goes to the circus
1763,but I've been doing it two and three times a day
1764,okay now would you like to take these with you
1765,uh ooh I'm not sure about that one maybe it's
1766,aren't you gonna be hot in jeans
1767,well we'll find it I know it's over here somewhere
1768,oh Alex that's not now it will take me an hour just to look for that
1769,I need a drip of water but I can't trust him with this
1770,well not really it's just to make the
1771,ah look at that no that's happy look at the smile he made
1772,who's in your blue bowl anybody in your blue bowl can you reach your blue bowl
1773,but then this doesn't work over here so this is too big so this has to be moved
1774,wouldja like to try and play this memory game
1775,no we haven't had any Windex in a hundred years because you kept saying you were gonna buy a refill buy a refill then you took mine
1776,go out gonna go to like Target and do a few things
1777,whoopsie wouldja like me to get that for you
1778,and his xxx his uh looks like feathers or wings
1779,he'll want to go inside and curl up on the couch
1780,no we can't hit the bat right now come on
1781,no I need xxx you know xxx I need the half a teaspoon measure
1782,ah no that doesn't have a pot it's just a flower
1783,alright bring it closer to you so you can reach
